file,text
person_7_555w_339.wav,नून कति बाकी छ?
person_7_555x_468.wav,ਨੂ ਇੱੁ ਕੀਲੋ ਹੈਬੈ
person_7_555y_516.wav,ਨੂ ਏਕ ਕੀਲੋ ਬੇਚਾ
person_7_555z_568.wav,नून एक किलो कटाउ
person_7_55w_888.wav,કટિ બાગિ છા
person_7_55x_66.wav,ਨਂਨ ਏਕ ਗੀਲੂ धਬਾ
person_7_55y_93.wav,ਨੂਲ ਏਕ ਕੀਲੋ ਬੇਚਾ
person_7_55z_30.wav,प्रिमोन 1 किलो गटा हुँ
person_7_5w_77.wav,कुण कति बैकी छा?
person_7_5x_895.wav,ਨਕਿਲਤਾਬਾ
person_7_5y_908.wav,नौन एक केलो बेचा
person_7_5z_845.wav,इनोन 1 किलो कटाओ
person_8_chamal.1_175.wav,चामाल कति बाइकी छा?
person_8_chamal.2_120.wav,जामाले किल्यो था प्राजा
person_8_chamal1_97.wav,सामल कति बाकि छो?
person_8_chamal2_34.wav,समले किलो थप
person_8_chamal3_10.wav,जामाले किलो बेट
"person_8_chamel,4_581.wav",चामाल एक किले गटाऊ
person_8_chamel..4_860.wav,समल 1 किलो गटाऊ
person_8_chamel1_116.wav,चामल कति बाकी छा?
person_8_chamel2_169.wav,चामाले किल्यो थप
person_8_chamel3_230.wav,चामालिक्किलो बेच्
person_8_chamel4_47.wav,चामाल एक किलो गटाओ?
"person_8_chini1,,_622.wav",ચિની કતે માગિ છાય્?
"person_8_chini1,_761.wav",छीनी का दिम्लागी छा?
person_8_chini1_510.wav,छीनी कति बाइकी छा?
"person_8_chini2,,_823.wav",सीनि एक के लिठा प्राप्ता
"person_8_chini2,_139.wav",सिनि गिल्ड़ छाप
person_8_chini2_562.wav,ચિનિ એક્કિલિયે થાપા
"person_8_chini3,,_629.wav",चीनी एक किलो बेच
"person_8_chini3,_87.wav",जी निया केलो बेट
person_8_chini3_519.wav,सिनियक किलो बेच
"person_8_chini4,,_689.wav",चीनी एक किलो गटव
"person_8_chini4,_424.wav",सिवाल्सी नि एक किले गटाउट
person_8_chini4_666.wav,चीनी एक किलो गटाउ
person_8_chmael3_753.wav,चमल 1 किलो बेच
"person_8_dal1,,_605.wav",दाल कति पाकी छा?
"person_8_dal1,_207.wav",तार्योगाती बांकी छाओ
person_8_dal1_440.wav,दाल कति बाकि छा?
"person_8_dal2,,_817.wav",दाल 1 किलो था प्राप्तु
"person_8_dal2,_713.wav",तालेकिन ताल
person_8_dal2_366.wav,दालेक किलो थप
"person_8_dal3,,_638.wav",दाले किलो बेच
"person_8_dal3,_894.wav",दाले किलो बेच
person_8_dal3_352.wav,दाले किलो बेच
"person_8_dal4,,_698.wav",दाले किलो गटव
"person_8_dal4,_546.wav",दाले किलो गटाऊ
person_8_dal4_265.wav,दाल 1 किलो गटाओ
"person_8_nun1,,_668.wav",नून कति बाइकी छा?
"person_8_nun1,_379.wav",नूल कर दिबैंगे छा
person_8_nun1_337.wav,नुन कति बाइकी छा?
"person_8_nun2,,_892.wav",नुन 1 किलो थाप
"person_8_nun2,_557.wav",दिवने की तो खाप्पा
person_8_nun2_282.wav,ਨਂਨ ਏਕ੍ਕੀਲੁ થપા
"person_8_nun3,,_584.wav",ਨਂਨਇ ਕਿਲਵਬਿਟਸ
"person_8_nun3,_585.wav",ਨਂਨਇ ਗਿਲਵਇਟਸ
person_8_nun3_232.wav,ਨਂਨ ਏਕਕੀਲਓਬੇਟਸ
"person_8_nun4,,_745.wav",नुन एक किलो गटाओ
"person_8_nun4,_722.wav",नुन 1 किलो गटाउ
person_8_nun4_393.wav,नुन 1 किलो घटाऊ
"person_8_tel1,,_564.wav",तेल कोति पांकी छा?
"person_8_tel1,_600.wav",दिल्बति पांकी छा
person_8_tel1_132.wav,तेल कति बाइकी छा?
"person_8_tel2,,_757.wav",तेले किलो थाप
"person_8_tel2,_313.wav",देलेक्टिलो ताप्सो
person_8_tel2_189.wav,देलेक्किले ताप
"person_8_tel3,,_476.wav",तेले किलो बेच
"person_8_tel3,_357.wav",तेल्य किलमेट
person_8_tel3_212.wav,तेल 1 किलो बेच
"person_8_tel4,,_882.wav",तेले किलो गटाउ
"person_8_tel4,_24.wav",तेले एक किलो बठा हूँ
person_8_tel4_60.wav,तेल 1 किलो गटाउ
